Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,Σ Progress,Σ Time Spent,Σ Remaining Estimate,Σ Original Estimate,Labels,Rank,Status Whiteboard,Epic Link,Tags,Flagged,Rank (Obsolete),Epic/Theme,Sprint,Issuezilla Id
javacc,JAVACC-201,Add option to configure file encoding of grammars and parsers,Improvement,Reopened,Major,Unresolved,tcopeland,bentmann,bentmann,31/May/08 3:08 PM,,23/Feb/09 12:31 PM,,4.0,milestone 1,general,,2,1,,,,,,,,"Operating System: All
 Platform: All","Hi,
 
 I am contributing to Maven where we recently started efforts to unify the
 handling of file encoding for all plugins that read source files [0]. As a
 prerequisite, a plugin needs to expose a parameter for the user to configure the
 employed file encoding. Considering the needs of projects with developers spread
 all over the world like open-source software, it is apparent that relying on the
 user's platform encoding does not deliver reliable results. Also, requiring
 users to set the system property ""file.encoding"" on JVM startup is not feasible
 (e.g. in embedded scenarios like IDEs).
 
 The JavaCC Maven Plugin [1] can currently not provide such an option because the
 underlying JavaCC API does support setting the encoding. Hence this issue is a
 request for a new option in JavaCC to configure the file encoding of a grammar
 file and the generated parser file. A similar question had arised some time ago
 on the user mail list [2]. 
 
 More precisely, some new parameter
 -ENCODING <charset>
 would be appreciated that JavaCC, JJTree and JJDoc would use to create an
 InputStreamReader/OutputStreamWriter rather than a FileReader/FileWriter.
 
 Kind regards,
 
 Benjamin Bentmann
 
 
 [0] http://docs.codehaus.org/display/MAVENUSER/POM+Element+for+Source+File+Encoding
 [1] http://mojo.codehaus.org/javacc-maven-plugin/
 [2] https://javacc.dev.java.net/servlets/ReadMsg?listName=users&msgNo=976",,,,,,,,0|i06gif:,,,,,37668,,,201
javacc,JAVACC-200,"""options"" not allowed as identifier",Bug,Closed,Major,Duplicate,sreeni,jschwarz,jschwarz,28/May/08 4:09 PM,,02/Sep/08 2:43 AM,02/Sep/08 2:43 AM,4.0,4.1,parser generator,,0,0,,,,,,,,"Operating System: All
 Platform: Macintosh","javacc seems to be treating ""options"" as a keyword. It's not allowing it as a java identifier. I had a 
 grammar that I've been using for a long time with javacc 3.2, and attempting to upgrade javacc to 4.0.
 
 Here is a slightly modified Example2 that gets the 
 
 Reading from file jerry.jj . . .
 org.javacc.parser.ParseException: Encountered ""options"" at line 24, column 10.
 
 
 PARSER_BEGIN(Simple2)
 
 public class Simple2 {
 
 public static void main(String args[]) throws ParseException {
 Simple2 parser = new Simple2(System.in);
 parser.Input();
 }
 
 }
 
 PARSER_END(Simple2)
 
 SKIP :
 {
 "" ""
 | ""\t""
 | ""\n""
 | ""\r""
 }
 
 void Input() :
 { String options ; }
 {
 MatchedBraces() <EOF>
 }
 
 void MatchedBraces() :
 {}
 {
 ""{"" [ MatchedBraces() ] ""}""
 }",,,,,,,,0|i08jkf:,,,,,49827,,,200
javacc,JAVACC-199,Exception if jjt-file-path contains escape sequences,Bug,Closed,Major,Duplicate,sreeni,stfpeter,stfpeter,14/Apr/08 12:00 PM,,02/Sep/08 2:42 AM,02/Sep/08 2:42 AM,current,4.1,jjtree,,0,0,,,,,,,,"Operating System: Windows XP
 Platform: PC","There is a little error in the jj-file created by jjtree under Windows XP. The
 comment in the first line results in a exception if the path of the jjt-file
 contains a sequence like \u, which is interpreted from javacc/Java as an escaped
 character and not as the sequence \u . 
 
 Sample of first line: 
 /*@bgen(jjtree) Generated By:JJTree: Do not edit this line. C:\Dokumente und
 Einstellungen\user2\E.....
 
 Exception:
 [javacc] Exception in thread ""main"" java.lang.Error: Invalid escape character
 at line 1 column 92.
 [javacc] at
 org.javacc.parser.JavaCharStream.readChar(JavaCharStream.java:334)
 [javacc] at
 org.javacc.parser.JavaCCParserTokenManager.getNextToken(JavaCCParserTokenManager.java:2402)
 [javacc] at org.javacc.parser.JavaCCParser.getToken(JavaCCParser.java:8140)
 [javacc] at
 org.javacc.parser.JavaCCParser.javacc_options(JavaCCParser.java:203)
 [javacc] at
 org.javacc.parser.JavaCCParser.javacc_input(JavaCCParser.java:153)
 [javacc] at org.javacc.parser.Main.mainProgram(Main.java:156)
 [javacc] at org.javacc.parser.Main.main(Main.java:95)
 
 For my needs i patched the method getOutputFileName in org/javacc/jtree/IO.java
 like this:
 String getOutputFileName()
 
 {
 
 if (File.separator.equals(""\\""))
 
 return ofn.replace(""\\"", ""\\""+""\\"");
 
 return ofn;
 
 }
 
 Probably a URI-conform syntax would be better (file://....).",,,,,,,,0|i065lz:,,,,,35902,,,199
javacc,JAVACC-198,Exception if jjt-file-path contains escape sequences,Bug,Closed,Major,Duplicate,sreeni,stfpeter,stfpeter,14/Apr/08 11:59 AM,,02/Sep/08 2:42 AM,02/Sep/08 2:42 AM,current,4.1,jjtree,,0,0,,,,,,,,"Operating System: All
 Platform: PC","There is a little error in the jj-file created by jjtree under Windows XP. The
 comment in the first line results in a exception if the path of the jjt-file
 contains a sequence like \u, which is interpreted from javacc/Java as an escaped
 character and not as the sequence \u . 
 
 Sample of first line: 
 /*@bgen(jjtree) Generated By:JJTree: Do not edit this line. C:\Dokumente und
 Einstellungen\user2\E.....
 
 Exception:
 [javacc] Exception in thread ""main"" java.lang.Error: Invalid escape character
 at line 1 column 92.
 [javacc] at
 org.javacc.parser.JavaCharStream.readChar(JavaCharStream.java:334)
 [javacc] at
 org.javacc.parser.JavaCCParserTokenManager.getNextToken(JavaCCParserTokenManager.java:2402)
 [javacc] at org.javacc.parser.JavaCCParser.getToken(JavaCCParser.java:8140)
 [javacc] at
 org.javacc.parser.JavaCCParser.javacc_options(JavaCCParser.java:203)
 [javacc] at
 org.javacc.parser.JavaCCParser.javacc_input(JavaCCParser.java:153)
 [javacc] at org.javacc.parser.Main.mainProgram(Main.java:156)
 [javacc] at org.javacc.parser.Main.main(Main.java:95)
 
 For my needs i patched the method getOutputFileName in org/javacc/jtree/IO.java
 like this:
 String getOutputFileName()
 
 {
 
 if (File.separator.equals(""\\""))
 
 return ofn.replace(""\\"", ""\\""+""\\"");
 
 return ofn;
 
 }
 
 Probably a URI-conform syntax would be better (file://....).",,,,,,,,0|i0a5kf:,,,,,59223,,,198
javacc,JAVACC-197,Wrong matching in lexer,Bug,Open,Critical,Unresolved,sreeni,s_fuhrm,s_fuhrm,20/Mar/08 6:46 AM,,20/Mar/08 7:04 AM,,4.0,milestone 1,scanner generator,,0,0,,,,,,,,"Operating System: All
 Platform: All","Hi,
 
 I've got the problem that the Lexer recognizes tokens in an illegal way. Example:
 
 <DEFAULT>Current character : \n (10) at line 6 column 13
 Currently matched the first 4 characters as a <IDENTIFIER> token.
 Putting back 1 characters into the input stream.
 ****** FOUND A <IDENTIFIER> MATCH (12.2) ******
 
 Return: version
 Return: line
 Return: start
 Exception in thread ""main"" ParseException: Encountered ""12.2"" at line 6, column 9.
 Was expecting:
 <NUMBER> ...
 
 at N3.generateParseException(N3.java:1436)
 at N3.jj_consume_token(N3.java:1312)
 at N3.version(N3.java:986)
 at N3.line(N3.java:51)
 at N3.start(N3.java:30)
 at N3.main(N3.java:7)
 
 
 
 But take a look at the token definition of ""<IDENTIFIER>"":
 	< IDENTIFIER : [""A""-""Z"", ""a""-""z""] ([""A""-""Z"", ""a""-""z"", ""0""-""9"", ""-"", ""/"", ""."",
 "":"", ""_"" ])+ >
 
 The first letter must be alphabetic, so ""12.2"" will never match an identifier.
 
 If this is really a Javacc problem this is serious.",,,,,,,,0|i0fy6f:,,,,,93018,,,197
javacc,JAVACC-196,TokenManagerError,Bug,Closed,Major,Incomplete,sreeni,gspie,gspie,27/Feb/08 7:05 PM,,02/Sep/08 2:41 AM,02/Sep/08 2:41 AM,4.0,not determined,parser generator,,0,0,,,,,,,,"Operating System: Windows XP
 Platform: Other","I have a paerser that has a TokenManager that generated an exception while 
 scanning a string. Here is the input to the parser:
 
 (#WTSYSTEM.FLEDATOP GE 10000 AND ('NT_System.File_Data_Operations/Sec' LT 
 100000)) ;
 
 And here is what the parser spit out:
 
 Exception in thread ""Thread-38"" 
 candle.fw.util.parsers.filterparser.TokenMgrError: Lexical error at line 1, 
 column 68. Encountered: ""/"" (47), after : ""#\'NT_System.File_Data_Operations""
 
 It appears to have a problem with /Sec
 
 Here are my JavaCC Options:
 
 options{
 static=true;
 DEBUG_PARSER=false;
 DEBUG_LOOKAHEAD=false;
 CACHE_TOKENS=true;
 COMMON_TOKEN_ACTION=false;
 JAVA_UNICODE_ESCAPE=true;
 }",,,,,,,,0|i0ablb:,,,,,60199,,,196
javacc,JAVACC-195,jjtreeintro.html uses html tags inside of a <pre> block,Bug,Closed,Major,Fixed,sreeni,pwagland,pwagland,30/Jan/08 12:47 AM,,02/Sep/08 2:40 AM,02/Sep/08 2:40 AM,4.0,4.1,www,,0,0,,,,,,,,"Operating System: All
 Platform: All",This means that the displayed html will not be what was intended.,,,,,,,,0|i0bemn:,,,,,66523,,,195
javacc,JAVACC-194,Remove extraneous else clauses from SimpleCharStream,Improvement,Open,Major,Unresolved,sreeni,pwagland,pwagland,29/Jan/08 2:42 PM,,30/Jan/08 1:21 AM,,4.0,milestone 1,parser generator,,0,0,,,,,,,,"Operating System: All
 Platform: All","Again, this is a standard eclipse warning to not use extraneous else clauses.
 
 This patch makes the file (that) warning clean.",,,,,,,,0|i0csr3:,,,,,74643,,,194
javacc,JAVACC-193,Only emit semLA when needed,Improvement,Closed,Major,Fixed,sreeni,pwagland,pwagland,29/Jan/08 2:03 PM,,02/Sep/08 2:40 AM,02/Sep/08 2:40 AM,4.0,4.1,parser generator,,0,0,,,,,,,,"Operating System: All
 Platform: All",Get rid of another unused variable warning.,,,,,,,,0|i0abmn:,,,,,60205,,,193
javacc,JAVACC-192,the source=1.4 directive is used to compile 1.4 code however the code uses 1.5 only methods.,Bug,Closed,Critical,Fixed,paulcager,pwagland,pwagland,29/Jan/08 1:51 PM,,02/Sep/08 2:39 AM,02/Sep/08 2:39 AM,4.0,4.1,general,,0,0,,,,,,,,"Operating System: All
 Platform: All","For Example, line 118 of OutputFile.java uses ""replace(String, String)"", however this method only exists in 
 Java 1.5. It will still compile on a JDK 1.5, even when it is told that the source file is 1.4, however it will not 
 run on a 1.4 system.
 
 Fortunately, none of the 1.5 code is on the production code paths, or at least on none of the ones that I 
 use. However, this should probably be fixed.",,,,,,,,0|i01whz:,,,,,11098,,,192
javacc,JAVACC-191,"javaCC generates code that ""hides"" variables, leading to compiler warnings",Improvement,Open,Major,Unresolved,paulcager,pwagland,pwagland,29/Jan/08 1:24 PM,,25/Mar/08 4:49 AM,,4.0,milestone 1,general,,0,0,,,,,,,,"Operating System: All
 Platform: All","Many coding styles do not allow you to ""hide"" variables, that is to define on in the method scope that is 
 also defined on the class scope, yet this is often done in the generated code. This is annoying if you have 
 automatic IDE warnings setup for your projects, since you need to disable it for any project that has javacc 
 code.",,,,,,,,0|i04rrz:,,,,,27829,,,191
javacc,JAVACC-190,It would be useful if there was a consistent coding style.,Bug,Open,Major,Unresolved,paulcager,pwagland,pwagland,29/Jan/08 1:22 PM,,25/Sep/08 2:37 PM,,4.0,milestone 1,general,,0,0,,,,,,,,"Operating System: All
 Platform: All","The code at the moment has a mix between two and three space indents, some files are tab indented, 
 some are space indented. It would be useful if this was made consistent, that way eclipse can be set up to 
 correctly do these indents/spacing requirements for me.
 
 It would also be nice if the files did not have trailing whitespace everywhere, since then when editors strip 
 it off, the cvs diffs do not become overly bloated.",,,,,,,,0|i0ayfb:,,,,,63898,,,190
javacc,JAVACC-189,Allow the jjtAccept methods to specify their return type.,Improvement,Closed,Major,Duplicate,sreeni,pwagland,pwagland,28/Jan/08 3:09 PM,,25/Nov/10 6:52 PM,02/Sep/08 2:38 AM,4.0,4.1,general,,0,0,,,,,,,JAVACC-188,"Operating System: All
 Platform: All","This is essentially the same as issue 160 and issue 188, and is being proposed for the same reasons. If 
 there is agreement, then I will put together a patch.",,,,,,,,0|i02w6v:,,,,,16880,,,189
javacc,JAVACC-188,Allow the visitors to specify what the generated return type should be.,Improvement,Closed,Major,Fixed,paulcager,pwagland,pwagland,28/Jan/08 3:05 PM,,25/Nov/10 6:52 PM,02/Sep/08 2:38 AM,4.0,4.1,general,,0,0,,,,,,,JAVACC-189,"Operating System: All
 Platform: All","This is essentially similar to issue 160.
 
 At the moment we have a script that does this post generation, but as mentioned in the previous ticket, it 
 is nice if the files do not need to be post generation modified. If there is consensus that this is a good 
 idea I will work up and attach a patch.",,,,,,,,0|i0fitj:,,,,,90530,,,188
javacc,JAVACC-187,JJTree does not strip out the VISITOR_EXCEPTION before passing to javacc,Bug,Closed,Major,Fixed,sreeni,pwagland,pwagland,28/Jan/08 2:56 PM,,02/Sep/08 2:37 AM,02/Sep/08 2:37 AM,4.0,4.1,jjtree,,0,0,,,,,,,,"Operating System: All
 Platform: All","This means that if you have several ant jobs, one of which runs jjtree, and then runs javacc you will 
 always get the warning:
 
 [javacc] Warning: Line XX, Column YY: Bad option name ""VISITOR_EXCEPTION"". Option setting will be 
 ignored.
 
 This is easy to fix, patch inlined:
 
 Index: src/org/javacc/jjtree/JJTreeGlobals.java
 ===============================================================
 ====
 RCS file: /cvs/javacc/src/org/javacc/jjtree/JJTreeGlobals.java,v
 retrieving revision 1.11
 diff -u -r1.11 JJTreeGlobals.java
 --- src/org/javacc/jjtree/JJTreeGlobals.java	9 Nov 2007 22:33:28 -0000	1.11
 +++ src/org/javacc/jjtree/JJTreeGlobals.java	28 Jan 2008 22:53:48 -0000
 @@ -42,7 +42,7 @@
 	 parserClassBodyStart = null;
 	 parserImports = null;
 	 productions = new Hashtable();
 -	 
 +
 	 jjtreeOptions = new HashSet();
 	 jjtreeOptions.add(""JJTREE_OUTPUT_DIRECTORY"");
 	 jjtreeOptions.add(""MULTI"");
 @@ -60,6 +60,7 @@
 	 jjtreeOptions.add(""NODE_USES_PARSER"");
 	 jjtreeOptions.add(""BUILD_NODE_FILES"");
 	 jjtreeOptions.add(""VISITOR"");
 +	 jjtreeOptions.add(""VISITOR_EXCEPTION"");
 	 jjtreeOptions.add(""VISITOR_DATA_TYPE"");
 }",,,,,,,,0|i093un:,,,,,53113,,,187
javacc,JAVACC-186,Do not generate unused constructors for the generated nodes,Improvement,Open,Major,Unresolved,sreeni,pwagland,pwagland,28/Jan/08 2:29 PM,,06/Feb/08 3:03 PM,,4.0,milestone 1,jjtree,,0,0,,,,,,,,"Operating System: All
 Platform: All","Since often the code will not change from being static to non-static, and the vast majority of nodes will be 
 generated, it would be nice if the unused constructors would not be generated. This helps cut down on 
 the amount of unused code paths in a project.",,,,,,,,0|i08ti7:,,,,,51437,,,186
javacc,JAVACC-185,NFAState includes commented out unused fields,Task,Closed,Major,Fixed,sreeni,pwagland,pwagland,28/Jan/08 3:44 AM,,02/Sep/08 2:36 AM,02/Sep/08 2:36 AM,4.0,4.1,parser generator,,0,0,,,,,,,,"Operating System: All
 Platform: All","Inline patch:
 
 Index: src/org/javacc/parser/NfaState.java
 ===============================================================
 ====
 RCS file: /cvs/javacc/src/org/javacc/parser/NfaState.java,v
 retrieving revision 1.18
 diff -u -r1.18 NfaState.java
 --- src/org/javacc/parser/NfaState.java	24 Jan 2008 00:39:48 -0000	1.18
 +++ src/org/javacc/parser/NfaState.java	28 Jan 2008 11:41:37 -0000
 @@ -2788,7 +2788,6 @@
 ostr.println("" curPos = 0;"");
 }
 
 - ostr.println("" //int[] nextStates; // not used"");
 ostr.println("" int startsAt = 0;"");
 ostr.println("" jjnewStateCnt = "" + generatedStates + "";"");
 ostr.println("" int i = 1;"");
 @@ -2805,7 +2804,6 @@
 ""TokenMgrError.addEscapes(String.valueOf(curChar)) + \"" (\"" + (int)curChar + \"") "" +
 ""at line \"" + input_stream.getEndLine() + \"" column \"" + input_stream.getEndColumn());"");
 
 - ostr.println("" //int j; // not used"");
 ostr.println("" int kind = 0x"" + Integer.toHexString(Integer.MAX_VALUE) + "";"");
 ostr.println("" for (;;)"");
 ostr.println("" {"");",,,,,,,,0|i0g7xr:,,,,,94599,,,185
javacc,JAVACC-184,spelling typo in the constructed files,Task,Closed,Major,Fixed,sreeni,pwagland,pwagland,27/Jan/08 1:56 PM,,02/Sep/08 2:36 AM,02/Sep/08 2:36 AM,4.0,4.1,parser generator,,0,0,,,,,,,,"Operating System: All
 Platform: All","inline patch:
 
 Index: src/org/javacc/parser/JavaFiles.java
 ===============================================================
 ====
 RCS file: /cvs/javacc/src/org/javacc/parser/JavaFiles.java,v
 retrieving revision 1.25
 diff -u -r1.25 JavaFiles.java
 @@ -2285,7 +2285,7 @@
 ostr.println("" }"");
 ostr.println("""");
 ostr.println("" /**"");
 - ostr.println("" * No-argument contructor"");
 + ostr.println("" * No-argument constructor"");
 ostr.println("" */"");
 ostr.println("" public Token() {}"");
 ostr.println("""");",,,,,,,,0|i0aktr:,,,,,61695,,,184
javacc,JAVACC-183,"jjCheckNAddStates(int start, int end) is generated even when not needed.",Improvement,Closed,Major,Fixed,sreeni,pwagland,pwagland,22/Jan/08 9:48 PM,,02/Sep/08 2:35 AM,02/Sep/08 2:35 AM,4.0,4.1,scanner generator,,0,0,,,,,,,,"Operating System: All
 Platform: All","The jjCheckNAddStates(int start, int end) method is always generated, even though it is not always used. 
 Javacc already has conditional creation of the single argument method, this patch adds conditional 
 creation of the two argument form of the method.
 
 Gets rid of unused code warnings in Eclipse :-)",,,,,,,,0|i0fnkn:,,,,,91300,,,183
javacc,JAVACC-182,Do not generate unused code in RStringLiteral.java,Task,Closed,Major,Fixed,paulcager,pwagland,pwagland,22/Jan/08 3:22 PM,,02/Sep/08 2:35 AM,02/Sep/08 2:35 AM,4.0,4.1,scanner generator,,0,0,,,,,,,,"Operating System: All
 Platform: All","The jjStartNfaWithStates_* methods are generated more often than they are needed. Attached is a patch to 
 only generate the method if it is used.
 
 Gets rid of unused code warnings in Eclipse :-)",,,,,,,,0|i0g22n:,,,,,93649,,,182
javacc,JAVACC-181,trivial typo in the examples,Improvement,Closed,Major,Fixed,sreeni,pwagland,pwagland,22/Jan/08 2:05 PM,,02/Sep/08 2:33 AM,02/Sep/08 2:33 AM,4.0,4.1,general,,0,0,,,,,,,,"Operating System: All
 Platform: All","Trivial I know, but every little bit helps polish the product ;-)
 
 Index: examples/JavaGrammars/1.5/Token.java
 ===============================================================
 ====
 RCS file: /cvs/javacc/examples/JavaGrammars/1.5/Token.java,v
 retrieving revision 1.1
 diff -u -r1.1 Token.java
 --- examples/JavaGrammars/1.5/Token.java	27 Dec 2003 23:59:48 -0000	1.1
 +++ examples/JavaGrammars/1.5/Token.java	22 Jan 2008 22:02:55 -0000
 @@ -61,7 +61,7 @@
 * can create and return subclass objects based on the value of ofKind.
 * Simply add the cases to the switch for all those special cases.
 * For example, if you have a subclass of Token called IDToken that
 - * you want to create if ofKind is ID, simlpy add something like :
 + * you want to create if ofKind is ID, simply add something like :
 *
 * case MyParserConstants.ID : return new IDToken();
 *",,,,,,,,0|i0akev:,,,,,61628,,,181
javacc,JAVACC-180,Unused variable specialToken if there is no SPECIAL_TOKEN in the source file,Improvement,Closed,Major,Fixed,sreeni,pwagland,pwagland,22/Jan/08 12:59 AM,,02/Sep/08 2:32 AM,02/Sep/08 2:32 AM,4.0,4.1,scanner generator,,0,0,,,,,,,,"Operating System: All
 Platform: All","This means that my parser project unnecessarily shows warnings in Eclipse. This creates a mental barrier 
 to keeping the whole project warning free, since there are some that ""are known"", and if that number is 
 not kept at zero, it rapidly creeps up.",,,,,,,,0|i07b5b:,,,,,42631,,,180
javacc,JAVACC-179,Typo,Task,Closed,Minor,Fixed,sreeni@javacc.dev.java.net,s_fuhrm,s_fuhrm,28/Dec/07 7:37 AM,,02/Sep/08 2:30 AM,02/Sep/08 2:30 AM,4.0,4.1,www,,0,0,,,,,,,,"Operating System: All
 Platform: All
 URL: https://javacc.dev.java.net/doc/javaccgrm.html","Replace <*< with <*> (the in-all-states marker) in
 https://javacc.dev.java.net/doc/javaccgrm.html",,,,,,,,0|i07c0f:,,,,,42771,,,179
javacc,JAVACC-178,Target option,Improvement,Open,Trivial,Unresolved,paulcager,s_fuhrm,s_fuhrm,28/Dec/07 7:22 AM,,22/Sep/08 3:53 PM,,4.0,milestone 1,general,,0,0,,,,,,,,"Operating System: All
 Platform: All","Hi,
 
 I propose a target option analogous to the -target option of javac.
 
 Stuff that could be toggled for ""-target"":
 
 * 1.5: generics for the collections (currently will get javac warnings if using
 flat collection type Vector)
 
 * 1.2: use more sophisticated collection types, for example ArrayList instead of
 Vector. Vector is expensively synchronized and quite fat.
 
 * 1.5: use fast StringBuilder instead of senselessly-much-synchronized expensive
 StringBuffer
 
 This is really a nice-to-have, therefore P5.",,,,,,,,0|i0fwzz:,,,,,92827,,,178
